"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","specExpensesSubject","costAmount","specExpensesMovableSubject","specExpensesRealtySubject","dnt_specExpenses_encoded","specExpensesOtherMovableSubject","type","specExpensesAssetsSubject","iteration","specExpensesOtherRealtySubject","specExpensesOtherSubject","specExpenses","dnt_costAmount_hidden","specOtherExpenses","object_id","person","costsAmount","country","declarant","subjectRelation"
"Котвіцький Ігор Олександрович","Верховна Рада України","Народний депутат України","nacp_cc3adf4b-bf24-4251-9e65-7fefd0b62f34","Котвіцький","FALSE","Олександрович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cc3adf4b-bf24-4251-9e65-7fefd0b62f34","Ігор","Рухоме майно",0,"Транспортний засіб","","property_end","","2","","1490893160908","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1490893160908",NA,NA,NA,"Котвіцький Ігор Олександрович",NA
"Котвіцький Ігор Олександрович","Верховна Рада України","Народний депутат України","nacp_cc3adf4b-bf24-4251-9e65-7fefd0b62f34","Котвіцький","FALSE","Олександрович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cc3adf4b-bf24-4251-9e65-7fefd0b62f34","Ігор","Рухоме майно",0,"Грошові кошти","","other","","2","","1520848978604","","","Інше","TRUE","Часткове повернення позики","1520848978604",NA,NA,NA,"Котвіцький Ігор Олександрович",NA
"Котвіцький Ігор Олександрович","Верховна Рада України","Народний депутат України","nacp_cc3adf4b-bf24-4251-9e65-7fefd0b62f34","Котвіцький","FALSE","Олександрович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cc3adf4b-bf24-4251-9e65-7fefd0b62f34","Ігор","Рухоме майно",0,"Грошові кошти","","other","","2","","1490353407136","","","Інше","TRUE","Часткове повернення фінансової допомоги","1490353407136",NA,NA,NA,"Котвіцький Ігор Олександрович",NA
"Котвіцький Ігор Олександрович","Верховна Рада України","Народний депутат України","nacp_cc3adf4b-bf24-4251-9e65-7fefd0b62f34","Котвіцький","FALSE","Олександрович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cc3adf4b-bf24-4251-9e65-7fefd0b62f34","Ігор","Рухоме майно",28587760,"Цінні папери","","purchase","","1","","1490352412080","","","Придбання","FALSE","","1490352412080","","","1","Котвіцький Ігор Олександрович",NA
"Котвіцький Ігор Олександрович","Верховна Рада України","Народний депутат України","nacp_cc3adf4b-bf24-4251-9e65-7fefd0b62f34","Котвіцький","FALSE","Олександрович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cc3adf4b-bf24-4251-9e65-7fefd0b62f34","Ігор","Рухоме майно",112000000,"Грошові кошти","","other","","1","","1490012531707","","","Інше","FALSE","Надання поворотної фінансової допомоги","1490012531707","","","1","Котвіцький Ігор Олександрович",NA
"Котвіцький Ігор Олександрович","Верховна Рада України","Народний депутат України","nacp_cc3adf4b-bf24-4251-9e65-7fefd0b62f34","Котвіцький","FALSE","Олександрович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_cc3adf4b-bf24-4251-9e65-7fefd0b62f34","Ігор","Рухоме майно",12926997,"Грошові кошти","","other","","1","","1490783127550","","","Інше","FALSE","Сплата податків і зборів","1490783127550","","","1","Котвіцький Ігор Олександрович",NA
"Кривенко Вадим Валерійович","Верховна Рада України","Народний депутат України","nacp_060074b6-25d5-476c-aadd-dc159de202b4","Кривенко","TRUE","Валерійович",2018-03-22,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_060074b6-25d5-476c-aadd-dc159de202b4","Вадим","Нерухоме майно",0,"","Житловий будинок","property_end","","2","","1521112676632","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1521112676632",NA,NA,NA,"Кривенко Вадим Валерійович",NA
"Кривенко Вадим Валерійович","Верховна Рада України","Народний депутат України","nacp_060074b6-25d5-476c-aadd-dc159de202b4","Кривенко","TRUE","Валерійович",2018-03-22,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_060074b6-25d5-476c-aadd-dc159de202b4","Вадим","Нерухоме майно",0,"","Земельна ділянка","property_end","","2","","1521112565256","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1521112565256",NA,NA,NA,"Кривенко Вадим Валерійович",NA
"Кривошея Геннадій Григорович","Верховна Рада України","Народний депутат України, Голова підкомітету","nacp_85762bb9-0bb7-4762-880a-72d849184b42","Кривошея","TRUE","Григорович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_85762bb9-0bb7-4762-880a-72d849184b42","Геннадій","Нерухоме майно",0,"","Квартира","property_end","","2","","1520860983725","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1520860983725",NA,NA,NA,"Кривошея Геннадій Григорович",NA
"Кривошея Геннадій Григорович","Верховна Рада України","Народний депутат України, Голова підкомітету","nacp_85762bb9-0bb7-4762-880a-72d849184b42","Кривошея","TRUE","Григорович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_85762bb9-0bb7-4762-880a-72d849184b42","Геннадій","Рухоме майно",0,"Транспортний засіб","","property_end","","2","","1517433001369","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1517433001369",NA,NA,NA,"Кривошея Геннадій Григорович",NA
