"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","emitent_ukr_fullname","dnt_objectType_encoded","emitent_ua_middlename","emitent_ua_lastname","dnt_is_foreign","emitent_eng_company_address","dateOrigin","emitent_ua_company_name","emitent_ukr_company_address","emitent_ua_firstname","person","emitent_ukr_company_name","emitent_ua_sameRegLivingAddress","ownerThirdPerson","guarantor_exist_","ownerThirdPersonThing","sizeObligation","emitent_eng_fullname","emitent_eng_company_name","guarantor_realty_exist_","dnt_sizeObligation_hidden","currency","emitent_eng_company_code","margin.emitent","emitent_ua_company_code","otherObjectType","iteration","objectType","emitent_citizen","object_id","emitent_ua_taxNumber_extendedstatus","emitent_ua_regAddress_extendedstatus","emitent_ua_actualAddress_extendedstatus","emitent_ua_birthday_extendedstatus","emitent_ua_company_code_extendedstatus","emitent_eng_company_code_extendedstatus","emitent_eng_taxNumber_extendedstatus","margin.emitent_extendedstatus","dateOrigin_extendedstatus","emitent_ukr_regAddress_extendedstatus","emitent_eng_regAddress_extendedstatus","emitent_ua_middlename_extendedstatus","emitent_ukr_company_address_extendedstatus","emitent_eng_company_address_extendedstatus","declarant","subjectRelation","in_hryvnias"
"Карпунцов Валерій Віталійович","Верховна Рада України","народний депутат України","nacp_32f56ec0-bac9-486f-b9f8-3a3c4b9b0650","Карпунцов","FALSE","Віталійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_32f56ec0-bac9-486f-b9f8-3a3c4b9b0650","Валерій","","insurance","","","FALSE","",2017-03-14,"","","","1476347758860","","","","FALSE","",28522,"","","FALSE","FALSE","UAH","","1476347758860","","","1476951685058","Зобов'язання за договорами страхування","","1476951685058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Карпунцова Ольга Іванівна","дружина",28522
"Карпунцов Валерій Віталійович","Верховна Рада України","народний депутат України","nacp_32f56ec0-bac9-486f-b9f8-3a3c4b9b0650","Карпунцов","FALSE","Віталійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_32f56ec0-bac9-486f-b9f8-3a3c4b9b0650","Валерій","","insurance","","","FALSE","",2017-02-21,"","","","1476347758860","","","","FALSE","",360,"","","FALSE","FALSE","UAH","","1476347758860","","","1476951566428","Зобов'язання за договорами страхування","","1476951566428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Карпунцова Ольга Іванівна","дружина",360
"Карпунцов Валерій Віталійович","Верховна Рада України","народний депутат України","nacp_32f56ec0-bac9-486f-b9f8-3a3c4b9b0650","Карпунцов","FALSE","Віталійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_32f56ec0-bac9-486f-b9f8-3a3c4b9b0650","Валерій","","insurance","","","FALSE","",2017-08-08,"","","","1476347758860","","","","FALSE","",10821,"","","FALSE","FALSE","UAH","","1476347758860","","","1476952560945","Зобов'язання за договорами страхування","","1476952560945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Карпунцова Ольга Іванівна","дружина",10821
"Кацуба Володимир Михайлович","Верховна Рада України","Народний депутат України","nacp_02a3d505-6c12-422e-bd19-f494514065e7","Кацуба","TRUE","Михайлович",2018-04-03,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_02a3d505-6c12-422e-bd19-f494514065e7","Володимир","","other","Іванівна","Гордієнко","FALSE","",2017-12-22,"","","Наталія","1","","FALSE","","FALSE","",8000,"","","FALSE","FALSE","UAH","","j","","Судові витрати","1521906785769","Інше","Громадянин України","1521906785769","2","2","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Кацуба Володимир Михайлович",NA,8000
"Кацуба Володимир Михайлович","Верховна Рада України","Народний депутат України","nacp_02a3d505-6c12-422e-bd19-f494514065e7","Кацуба","TRUE","Михайлович",2018-04-03,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_02a3d505-6c12-422e-bd19-f494514065e7","Володимир","","other","","","FALSE","",2017-12-31,"Публічне акціонерне товариство ""Укргазвидобування"" філія Газопромислове управління ""Шебелинкагазвидобування""","","","1","","","","FALSE","",255690,"","","FALSE","FALSE","UAH","","j","00153146","Відшкодування витрат балансоутримувача на утримання нерухомого майна","1490816138848","Інше","Юридична особа, зареєстрована в Україні","1490816138848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Кацуба Володимир Михайлович",NA,255690
"Кацуба Володимир Михайлович","Верховна Рада України","Народний депутат України","nacp_02a3d505-6c12-422e-bd19-f494514065e7","Кацуба","TRUE","Михайлович",2018-04-03,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_02a3d505-6c12-422e-bd19-f494514065e7","Володимир","","other","Іванівна","Гордієнко","FALSE","",2017-12-22,"","","Наталія","1","","FALSE","","FALSE","",1450000,"","","FALSE","FALSE","UAH","","j","","Грошова компенсація","1521906512113","Інше","Громадянин України","1521906512113","2","2","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Кацуба Володимир Михайлович",NA,1450000
"Кацуба Володимир Михайлович","Верховна Рада України","Народний депутат України","nacp_02a3d505-6c12-422e-bd19-f494514065e7","Кацуба","TRUE","Михайлович",2018-04-03,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_02a3d505-6c12-422e-bd19-f494514065e7","Володимир","","loans_paid","","","FALSE","",2017-12-31,"Публічне акціонерне товариство комерційний банк ""Приватбанк""","","","1","","","","FALSE","",120,"","","FALSE","FALSE","USD","","j","14360570","","1490816329532","Розмір сплачених коштів в рахунок основної суми позики (кредиту)","Юридична особа, зареєстрована в Україні","1490816329532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Кацуба Володимир Михайлович",NA,3368.07
"Кишкар Павло Миколайович","Верховна Рада України","народний депутат України","nacp_99cbd81b-04c3-434a-a6cc-88f3d318dbb0","Кишкар","TRUE","Миколайович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_99cbd81b-04c3-434a-a6cc-88f3d318dbb0","Павло","","leasing","","","FALSE","",2013-02-19,"ТОВ ""Порше лізинг України""","","","1","","","","TRUE","",173177,"","","TRUE","FALSE","UAH","","j","35571472","","1477631821724","Зобов'язання за договорами лізингу","Юридична особа, зареєстрована в Україні","1477631821724",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Кишкар Павло Миколайович",NA,173177
"Кишкар Павло Миколайович","Верховна Рада України","народний депутат України","nacp_99cbd81b-04c3-434a-a6cc-88f3d318dbb0","Кишкар","TRUE","Миколайович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_99cbd81b-04c3-434a-a6cc-88f3d318dbb0","Павло","","other","Михайлівна","Богатикова","FALSE","",2015-01-01,"","","Оксана","1","","FALSE","","FALSE","",191080,"","","FALSE","FALSE","UAH","","j","","оренда","1477635496992","Інше","Громадянин України","1477635496992","0","2","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Кишкар Павло Миколайович",NA,191080
"Кишкар Павло Миколайович","Верховна Рада України","народний депутат України","nacp_99cbd81b-04c3-434a-a6cc-88f3d318dbb0","Кишкар","TRUE","Миколайович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_99cbd81b-04c3-434a-a6cc-88f3d318dbb0","Павло","","other","Віталійович","Артюх","FALSE","",2016-01-16,"","","Валерій","1","","FALSE","","FALSE","",30000,"","","FALSE","FALSE","UAH","","j","","оренда","1490785378244","Інше","Громадянин України","1490785378244",NA,"0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Кишкар Павло Миколайович",NA,30000
"Кіраль Сергій Іванович","Верховна Рада України","Народний депутат України","nacp_94d91d19-acc4-4dc7-be82-e58507e412bc","Кіраль","FALSE","Іванович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_94d91d19-acc4-4dc7-be82-e58507e412bc","Сергій","","loans_received","","","FALSE","",2017-11-01,"АТ ОТП Банк","","","1","","","","FALSE","",100000,"","","FALSE","FALSE","UAH","","j","21685166","","1520348688914","Отримані кредити","Юридична особа, зареєстрована в Україні","1520348688914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Кіраль Сергій Іванович",NA,100000
"Кіраль Сергій Іванович","Верховна Рада України","Народний депутат України","nacp_94d91d19-acc4-4dc7-be82-e58507e412bc","Кіраль","FALSE","Іванович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_94d91d19-acc4-4dc7-be82-e58507e412bc","Сергій","","loans_received","","","FALSE","",2017-07-11,"","","","1476875812979","","","","FALSE","",420000,"","","FALSE","FALSE","UAH","","1476875812979","","","1521548110893","Отримані позики","","1521548110893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Обозненко Наталія Володимирівна","дружина",420000
"Кіраль Сергій Іванович","Верховна Рада України","Народний депутат України","nacp_94d91d19-acc4-4dc7-be82-e58507e412bc","Кіраль","FALSE","Іванович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_94d91d19-acc4-4dc7-be82-e58507e412bc","Сергій","","loans_received","","","FALSE","",2016-12-28,"АТ ОТП Банк ","","","1","","","","FALSE","",100000,"","","FALSE","FALSE","UAH","","j","21685166","","1490803917481","Отримані кредити","Юридична особа, зареєстрована в Україні","1490803917481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Кіраль Сергій Іванович",NA,100000
"Кісельов Андрій Миколайович","Верховна Рада України","Народний депутат України","nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Кісельов","FALSE","Миколайович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Андрій","Моісеєнко Андрій Георгійович","informal_loans","","","TRUE","",2006-06-01,"","","","1","","","","FALSE","",8680200,"Moiseenko Andriy","","FALSE","FALSE","UAH","","j","","","1485603999775","Кошти, позичені суб'єкту декларування або члену його сім'ї іншими особами","Іноземний громадянин","1485603999775",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,"Кісельов Андрій Миколайович",NA,8680200
"Кісельов Андрій Миколайович","Верховна Рада України","Народний депутат України","nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Кісельов","FALSE","Миколайович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9a0fd208-25cd-42a2-a822-f1967fbecb95","Андрій","Кіріченко Андрій Володимирович","informal_loans","","","TRUE","",2006-01-09,"","","","1","","","","FALSE","",3570000,"Kirichenko Andriy","","FALSE","FALSE","UAH","","j","","","1485605218069","Кошти, позичені суб'єкту декларування або члену його сім'ї іншими особами","Іноземний громадянин","1485605218069",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,"Кісельов Андрій Миколайович",NA,3570000
"Князевич Руслан Петрович","Верховна Рада України","Народний депутат України, Голова Комітету з питань правової політики та правосуддя","nacp_c270117e-9bb4-46cf-a515-6c28040109d9","Князевич","FALSE","Петрович",2018-03-21,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c270117e-9bb4-46cf-a515-6c28040109d9","Руслан","","insurance","","","FALSE","",2017-07-18,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""СТРАХОВА КОМПАНІЯ ""ПЗУ УКРАЇНА"" ( ПРАТ СК ""ПЗУ УКРАЇНА"" )","","","1","","","","FALSE","",1146,"","","FALSE","FALSE","UAH","","j","20782312","","1521653798694","Зобов'язання за договорами страхування","Юридична особа, зареєстрована в Україні","1521653798694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Князевич Руслан Петрович",NA,1146
